"gid","lat","lon","goias"
1,-21,-55,"nan"
2,-21,-54.95334,"nan"
3,-21,-54.906677,"nan"
4,-21,-54.860016,"nan"
5,-21,-54.813354,"nan"
6,-21,-54.766693,"nan"
7,-21,-54.72003,"nan"
8,-21,-54.673374,"nan"
9,-21,-54.626713,"nan"
10,-21,-54.58005,"nan"
11,-21,-54.53339,"nan"
12,-21,-54.48673,"nan"
13,-21,-54.440067,"nan"
14,-21,-54.393406,"nan"
15,-21,-54.346745,"nan"
16,-21,-54.300083,"nan"
17,-21,-54.25342,"nan"
18,-21,-54.20676,"nan"
19,-21,-54.1601,"nan"
20,-21,-54.113438,"nan"
21,-21,-54.066776,"nan"
22,-21,-54.02012,"nan"
23,-21,-53.973457,"nan"
24,-21,-53.926796,"nan"
25,-21,-53.880135,"nan"
26,-21,-53.833473,"nan"
27,-21,-53.78681,"nan"
28,-21,-53.74015,"nan"
29,-21,-53.69349,"nan"
30,-21,-53.646828,"nan"
31,-21,-53.600166,"nan"
32,-21,-53.553505,"nan"
33,-21,-53.506844,"nan"
34,-21,-53.460182,"nan"
35,-21,-53.41352,"nan"
36,-21,-53.366863,"nan"
37,-21,-53.3202,"nan"
38,-21,-53.27354,"nan"
39,-21,-53.22688,"nan"
40,-21,-53.180218,"nan"
41,-21,-53.133556,"nan"
42,-21,-53.086895,"nan"
43,-21,-53.040234,"nan"
44,-21,-52.993572,"nan"
45,-21,-52.94691,"nan"
46,-21,-52.90025,"nan"
47,-21,-52.85359,"nan"
48,-21,-52.806927,"nan"
49,-21,-52.760265,"nan"
50,-21,-52.713608,"nan"
51,-21,-52.666946,"nan"
52,-21,-52.620285,"nan"
53,-21,-52.573624,"nan"
54,-21,-52.526962,"nan"
55,-21,-52.4803,"nan"
56,-21,-52.43364,"nan"
57,-21,-52.38698,"nan"
58,-21,-52.340317,"nan"
59,-21,-52.293655,"nan"
60,-21,-52.246994,"nan"
61,-21,-52.200333,"nan"
62,-21,-52.15367,"nan"
63,-21,-52.107014,"nan"
64,-21,-52.060352,"nan"
65,-21,-52.01369,"nan"
66,-21,-51.96703,"nan"
67,-21,-51.92037,"nan"
68,-21,-51.873707,"nan"
69,-21,-51.827045,"nan"
70,-21,-51.780384,"nan"
71,-21,-51.733723,"nan"
72,-21,-51.68706,"nan"
73,-21,-51.6404,"nan"
74,-21,-51.59374,"nan"
75,-21,-51.547077,"nan"
76,-21,-51.500416,"nan"
77,-21,-51.45376,"nan"
78,-21,-51.407097,"nan"
79,-21,-51.360435,"nan"
80,-21,-51.313774,"nan"
81,-21,-51.267113,"nan"
82,-21,-51.22045,"nan"
83,-21,-51.17379,"nan"
84,-21,-51.12713,"nan"
85,-21,-51.080467,"nan"
86,-21,-51.033806,"nan"
87,-21,-50.987144,"nan"
88,-21,-50.940483,"nan"
89,-21,-50.89382,"nan"
90,-21,-50.84716,"nan"
91,-21,-50.800503,"nan"
92,-21,-50.75384,"nan"
93,-21,-50.70718,"nan"
94,-21,-50.66052,"nan"
95,-21,-50.613857,"nan"
96,-21,-50.567196,"nan"
97,-21,-50.520535,"nan"
98,-21,-50.473873,"nan"
99,-21,-50.42721,"nan"
100,-21,-50.38055,"nan"
101,-21,-50.33389,"nan"
102,-21,-50.287228,"nan"
103,-21,-50.240566,"nan"
104,-21,-50.193905,"nan"
105,-21,-50.147247,"nan"
106,-21,-50.100586,"nan"
107,-21,-50.053925,"nan"
108,-21,-50.007263,"nan"
109,-21,-49.9606,"nan"
110,-21,-49.91394,"nan"
111,-21,-49.86728,"nan"
112,-21,-49.820618,"nan"
113,-21,-49.773956,"nan"
114,-21,-49.727295,"nan"
115,-21,-49.680634,"nan"
116,-21,-49.633972,"nan"
117,-21,-49.58731,"nan"
118,-21,-49.54065,"nan"
119,-21,-49.49399,"nan"
120,-21,-49.44733,"nan"
121,-21,-49.40067,"nan"
122,-21,-49.354008,"nan"
123,-21,-49.307346,"nan"
124,-21,-49.260685,"nan"
125,-21,-49.214024,"nan"
126,-21,-49.167362,"nan"
127,-21,-49.1207,"nan"
128,-21,-49.07404,"nan"
129,-21,-49.027378,"nan"
130,-21,-48.980717,"nan"
131,-21,-48.934055,"nan"
132,-21,-48.887398,"nan"
133,-21,-48.840736,"nan"
134,-21,-48.794075,"nan"
135,-21,-48.747414,"nan"
136,-21,-48.700752,"nan"
137,-21,-48.65409,"nan"
138,-21,-48.60743,"nan"
139,-21,-48.56077,"nan"
140,-21,-48.514107,"nan"
141,-21,-48.467445,"nan"
142,-21,-48.420784,"nan"
143,-21,-48.374123,"nan"
144,-21,-48.32746,"nan"
145,-21,-48.2808,"nan"
146,-21,-48.234142,"nan"
147,-21,-48.18748,"nan"
148,-21,-48.14082,"nan"
149,-21,-48.09416,"nan"
150,-21,-48.047497,"nan"
151,-21,-48.000835,"nan"
152,-21,-47.954174,"nan"
153,-21,-47.907513,"nan"
154,-21,-47.86085,"nan"
155,-21,-47.81419,"nan"
156,-21,-47.76753,"nan"
157,-21,-47.720867,"nan"
158,-21,-47.674206,"nan"
159,-21,-47.627544,"nan"
160,-21,-47.580887,"nan"
161,-21,-47.534225,"nan"
162,-21,-47.487564,"nan"
163,-21,-47.440903,"nan"
164,-21,-47.39424,"nan"
165,-21,-47.34758,"nan"
166,-21,-47.30092,"nan"
167,-21,-47.254257,"nan"
168,-21,-47.207596,"nan"
169,-21,-47.160934,"nan"
170,-21,-47.114273,"nan"
171,-21,-47.06761,"nan"
172,-21,-47.02095,"nan"
173,-21,-46.97429,"nan"
174,-21,-46.92763,"nan"
175,-21,-46.88097,"nan"
176,-21,-46.83431,"nan"
177,-21,-46.787647,"nan"
178,-21,-46.740986,"nan"
179,-21,-46.694324,"nan"
180,-21,-46.647663,"nan"
181,-21,-46601,"nan"
182,-21,-46.55434,"nan"
183,-21,-46.50768,"nan"
184,-21,-46.461018,"nan"
185,-21,-46.414356,"nan"
186,-21,-46.367695,"nan"
187,-21,-46.321037,"nan"
188,-21,-46.274376,"nan"
189,-21,-46.227715,"nan"
190,-21,-46.181053,"nan"
191,-21,-46.13439,"nan"
192,-21,-46.08773,"nan"
193,-21,-46.04107,"nan"
194,-21,-45.994408,"nan"
195,-21,-45.947746,"nan"
196,-21,-45.901085,"nan"
197,-21,-45.854424,"nan"
198,-21,-45.807762,"nan"
199,-21,-45.7611,"nan"
200,-21,-45.71444,"nan"
201,-21,-45.66778,"nan"
202,-21,-45.62112,"nan"
203,-21,-45.57446,"nan"
204,-21,-45.527798,"nan"
205,-21,-45.481136,"nan"
206,-21,-45.434475,"nan"
207,-21,-45.387814,"nan"
208,-21,-45.341152,"nan"
209,-21,-45.29449,"nan"
210,-21,-45.24783,"nan"
211,-21,-45.201168,"nan"
212,-21,-45.154507,"nan"
213,-21,-45.107845,"nan"
214,-21,-45.061184,"nan"
215,-21,-45.014526,"nan"
216,-21,-44.967865,"nan"
217,-21,-44.921204,"nan"
218,-21,-44.874542,"nan"
219,-21,-44.82788,"nan"
220,-21,-44.78122,"nan"
221,-21,-44.73456,"nan"
222,-21,-44.687897,"nan"
223,-21,-44.641235,"nan"
224,-21,-44.594574,"nan"
225,-21,-44.547913,"nan"
226,-21,-44.50125,"nan"
227,-21,-44.45459,"nan"
228,-21,-44.40793,"nan"
229,-21,-44.36127,"nan"
230,-21,-44.31461,"nan"
231,-21,-44.26795,"nan"
232,-21,-44.221287,"nan"
233,-21,-44.174625,"nan"
234,-21,-44.127964,"nan"
235,-21,-44.081303,"nan"
236,-21,-44.03464,"nan"
237,-21,-43.98798,"nan"
238,-21,-43.94132,"nan"
239,-21,-43.894657,"nan"
240,-21,-43.847996,"nan"
241,-21,-43.801334,"nan"
242,-21,-43.754673,"nan"
243,-21,-43.708015,"nan"
244,-21,-43.661354,"nan"
245,-21,-43.614693,"nan"
246,-21,-43.56803,"nan"
247,-21,-43.52137,"nan"
248,-21,-43.47471,"nan"
249,-21,-43.428047,"nan"
250,-21,-43.381386,"nan"
251,-21,-43.334724,"nan"
252,-21,-43.288063,"nan"
253,-21,-43.2414,"nan"
254,-21,-43.19474,"nan"
255,-21,-43.14808,"nan"
256,-21,-43.10142,"nan"
257,-21,-43.05476,"nan"
258,-21,-43.0081,"nan"
259,-21,-42.961437,"nan"
260,-20.955132,-55,"nan"
261,-20.955132,-54.95334,"nan"
262,-20.955132,-54.906677,"nan"
263,-20.955132,-54.860016,"nan"
264,-20.955132,-54.813354,"nan"
265,-20.955132,-54.766693,"nan"
266,-20.955132,-54.72003,"nan"
267,-20.955132,-54.673374,"nan"
268,-20.955132,-54.626713,"nan"
269,-20.955132,-54.58005,"nan"
270,-20.955132,-54.53339,"nan"
271,-20.955132,-54.48673,"nan"
272,-20.955132,-54.440067,"nan"
273,-20.955132,-54.393406,"nan"
274,-20.955132,-54.346745,"nan"
275,-20.955132,-54.300083,"nan"
276,-20.955132,-54.25342,"nan"
277,-20.955132,-54.20676,"nan"
278,-20.955132,-54.1601,"nan"
279,-20.955132,-54.113438,"nan"
280,-20.955132,-54.066776,"nan"
281,-20.955132,-54.02012,"nan"
282,-20.955132,-53.973457,"nan"
283,-20.955132,-53.926796,"nan"
284,-20.955132,-53.880135,"nan"
285,-20.955132,-53.833473,"nan"
286,-20.955132,-53.78681,"nan"
287,-20.955132,-53.74015,"nan"
288,-20.955132,-53.69349,"nan"
289,-20.955132,-53.646828,"nan"
290,-20.955132,-53.600166,"nan"
291,-20.955132,-53.553505,"nan"
292,-20.955132,-53.506844,"nan"
293,-20.955132,-53.460182,"nan"
294,-20.955132,-53.41352,"nan"
295,-20.955132,-53.366863,"nan"
296,-20.955132,-53.3202,"nan"
297,-20.955132,-53.27354,"nan"
298,-20.955132,-53.22688,"nan"
299,-20.955132,-53.180218,"nan"
300,-20.955132,-53.133556,"nan"
301,-20.955132,-53.086895,"nan"
302,-20.955132,-53.040234,"nan"
303,-20.955132,-52.993572,"nan"
304,-20.955132,-52.94691,"nan"
305,-20.955132,-52.90025,"nan"
306,-20.955132,-52.85359,"nan"
307,-20.955132,-52.806927,"nan"
308,-20.955132,-52.760265,"nan"
309,-20.955132,-52.713608,"nan"
310,-20.955132,-52.666946,"nan"
311,-20.955132,-52.620285,"nan"
312,-20.955132,-52.573624,"nan"
313,-20.955132,-52.526962,"nan"
314,-20.955132,-52.4803,"nan"
315,-20.955132,-52.43364,"nan"
316,-20.955132,-52.38698,"nan"
317,-20.955132,-52.340317,"nan"
318,-20.955132,-52.293655,"nan"
319,-20.955132,-52.246994,"nan"
320,-20.955132,-52.200333,"nan"
321,-20.955132,-52.15367,"nan"
322,-20.955132,-52.107014,"nan"
323,-20.955132,-52.060352,"nan"
324,-20.955132,-52.01369,"nan"
325,-20.955132,-51.96703,"nan"
326,-20.955132,-51.92037,"nan"
327,-20.955132,-51.873707,"nan"
328,-20.955132,-51.827045,"nan"
329,-20.955132,-51.780384,"nan"
330,-20.955132,-51.733723,"nan"
331,-20.955132,-51.68706,"nan"
332,-20.955132,-51.6404,"nan"
333,-20.955132,-51.59374,"nan"
334,-20.955132,-51.547077,"nan"
335,-20.955132,-51.500416,"nan"
336,-20.955132,-51.45376,"nan"
337,-20.955132,-51.407097,"nan"
338,-20.955132,-51.360435,"nan"
339,-20.955132,-51.313774,"nan"
340,-20.955132,-51.267113,"nan"
341,-20.955132,-51.22045,"nan"
342,-20.955132,-51.17379,"nan"
343,-20.955132,-51.12713,"nan"
344,-20.955132,-51.080467,"nan"
345,-20.955132,-51.033806,"nan"
346,-20.955132,-50.987144,"nan"
347,-20.955132,-50.940483,"nan"
348,-20.955132,-50.89382,"nan"
349,-20.955132,-50.84716,"nan"
350,-20.955132,-50.800503,"nan"
351,-20.955132,-50.75384,"nan"
352,-20.955132,-50.70718,"nan"
353,-20.955132,-50.66052,"nan"
354,-20.955132,-50.613857,"nan"
355,-20.955132,-50.567196,"nan"
356,-20.955132,-50.520535,"nan"
357,-20.955132,-50.473873,"nan"
358,-20.955132,-50.42721,"nan"
359,-20.955132,-50.38055,"nan"
360,-20.955132,-50.33389,"nan"
361,-20.955132,-50.287228,"nan"
362,-20.955132,-50.240566,"nan"
363,-20.955132,-50.193905,"nan"
364,-20.955132,-50.147247,"nan"
365,-20.955132,-50.100586,"nan"
366,-20.955132,-50.053925,"nan"
367,-20.955132,-50.007263,"nan"
368,-20.955132,-49.9606,"nan"
369,-20.955132,-49.91394,"nan"
370,-20.955132,-49.86728,"nan"
371,-20.955132,-49.820618,"nan"
372,-20.955132,-49.773956,"nan"
373,-20.955132,-49.727295,"nan"
374,-20.955132,-49.680634,"nan"
375,-20.955132,-49.633972,"nan"
376,-20.955132,-49.58731,"nan"
377,-20.955132,-49.54065,"nan"
378,-20.955132,-49.49399,"nan"
379,-20.955132,-49.44733,"nan"
380,-20.955132,-49.40067,"nan"
381,-20.955132,-49.354008,"nan"
382,-20.955132,-49.307346,"nan"
383,-20.955132,-49.260685,"nan"
384,-20.955132,-49.214024,"nan"
385,-20.955132,-49.167362,"nan"
386,-20.955132,-49.1207,"nan"
387,-20.955132,-49.07404,"nan"
388,-20.955132,-49.027378,"nan"
389,-20.955132,-48.980717,"nan"
390,-20.955132,-48.934055,"nan"
391,-20.955132,-48.887398,"nan"
392,-20.955132,-48.840736,"nan"
393,-20.955132,-48.794075,"nan"
394,-20.955132,-48.747414,"nan"
395,-20.955132,-48.700752,"nan"
396,-20.955132,-48.65409,"nan"
397,-20.955132,-48.60743,"nan"
398,-20.955132,-48.56077,"nan"
399,-20.955132,-48.514107,"nan"
400,-20.955132,-48.467445,"nan"
401,-20.955132,-48.420784,"nan"
402,-20.955132,-48.374123,"nan"
403,-20.955132,-48.32746,"nan"
404,-20.955132,-48.2808,"nan"
405,-20.955132,-48.234142,"nan"
406,-20.955132,-48.18748,"nan"
407,-20.955132,-48.14082,"nan"
408,-20.955132,-48.09416,"nan"
409,-20.955132,-48.047497,"nan"
410,-20.955132,-48.000835,"nan"
411,-20.955132,-47.954174,"nan"
412,-20.955132,-47.907513,"nan"
413,-20.955132,-47.86085,"nan"
414,-20.955132,-47.81419,"nan"
415,-20.955132,-47.76753,"nan"
416,-20.955132,-47.720867,"nan"
417,-20.955132,-47.674206,"nan"
418,-20.955132,-47.627544,"nan"
419,-20.955132,-47.580887,"nan"
420,-20.955132,-47.534225,"nan"
421,-20.955132,-47.487564,"nan"
422,-20.955132,-47.440903,"nan"
423,-20.955132,-47.39424,"nan"
424,-20.955132,-47.34758,"nan"
425,-20.955132,-47.30092,"nan"
426,-20.955132,-47.254257,"nan"
427,-20.955132,-47.207596,"nan"
428,-20.955132,-47.160934,"nan"
429,-20.955132,-47.114273,"nan"
430,-20.955132,-47.06761,"nan"
431,-20.955132,-47.02095,"nan"
432,-20.955132,-46.97429,"nan"
433,-20.955132,-46.92763,"nan"
434,-20.955132,-46.88097,"nan"
435,-20.955132,-46.83431,"nan"
436,-20.955132,-46.787647,"nan"
437,-20.955132,-46.740986,"nan"
438,-20.955132,-46.694324,"nan"
439,-20.955132,-46.647663,"nan"
440,-20.955132,-46601,"nan"
441,-20.955132,-46.55434,"nan"
442,-20.955132,-46.50768,"nan"
443,-20.955132,-46.461018,"nan"
444,-20.955132,-46.414356,"nan"
445,-20.955132,-46.367695,"nan"
446,-20.955132,-46.321037,"nan"
447,-20.955132,-46.274376,"nan"
448,-20.955132,-46.227715,"nan"
449,-20.955132,-46.181053,"nan"
450,-20.955132,-46.13439,"nan"
451,-20.955132,-46.08773,"nan"
452,-20.955132,-46.04107,"nan"
453,-20.955132,-45.994408,"nan"
454,-20.955132,-45.947746,"nan"
455,-20.955132,-45.901085,"nan"
456,-20.955132,-45.854424,"nan"
457,-20.955132,-45.807762,"nan"
458,-20.955132,-45.7611,"nan"
459,-20.955132,-45.71444,"nan"
460,-20.955132,-45.66778,"nan"
461,-20.955132,-45.62112,"nan"
462,-20.955132,-45.57446,"nan"
463,-20.955132,-45.527798,"nan"
464,-20.955132,-45.481136,"nan"
465,-20.955132,-45.434475,"nan"
466,-20.955132,-45.387814,"nan"
467,-20.955132,-45.341152,"nan"
468,-20.955132,-45.29449,"nan"
469,-20.955132,-45.24783,"nan"
470,-20.955132,-45.201168,"nan"
471,-20.955132,-45.154507,"nan"
472,-20.955132,-45.107845,"nan"
473,-20.955132,-45.061184,"nan"
474,-20.955132,-45.014526,"nan"
475,-20.955132,-44.967865,"nan"
476,-20.955132,-44.921204,"nan"
477,-20.955132,-44.874542,"nan"
478,-20.955132,-44.82788,"nan"
479,-20.955132,-44.78122,"nan"
480,-20.955132,-44.73456,"nan"
481,-20.955132,-44.687897,"nan"
482,-20.955132,-44.641235,"nan"
483,-20.955132,-44.594574,"nan"
484,-20.955132,-44.547913,"nan"
485,-20.955132,-44.50125,"nan"
486,-20.955132,-44.45459,"nan"
487,-20.955132,-44.40793,"nan"
488,-20.955132,-44.36127,"nan"
489,-20.955132,-44.31461,"nan"
490,-20.955132,-44.26795,"nan"
491,-20.955132,-44.221287,"nan"
492,-20.955132,-44.174625,"nan"
493,-20.955132,-44.127964,"nan"
494,-20.955132,-44.081303,"nan"
495,-20.955132,-44.03464,"nan"
496,-20.955132,-43.98798,"nan"
497,-20.955132,-43.94132,"nan"
498,-20.955132,-43.894657,"nan"
499,-20.955132,-43.847996,"nan"
500,-20.955132,-43.801334,"nan"
501,-20.955132,-43.754673,"nan"
502,-20.955132,-43.708015,"nan"
503,-20.955132,-43.661354,"nan"
504,-20.955132,-43.614693,"nan"
505,-20.955132,-43.56803,"nan"
506,-20.955132,-43.52137,"nan"
507,-20.955132,-43.47471,"nan"
508,-20.955132,-43.428047,"nan"
509,-20.955132,-43.381386,"nan"
510,-20.955132,-43.334724,"nan"
511,-20.955132,-43.288063,"nan"
512,-20.955132,-43.2414,"nan"
513,-20.955132,-43.19474,"nan"
514,-20.955132,-43.14808,"nan"
515,-20.955132,-43.10142,"nan"
516,-20.955132,-43.05476,"nan"
517,-20.955132,-43.0081,"nan"
518,-20.955132,-42.961437,"nan"
519,-20.910265,-55,"nan"
520,-20.910265,-54.95334,"nan"
521,-20.910265,-54.906677,"nan"
522,-20.910265,-54.860016,"nan"
523,-20.910265,-54.813354,"nan"
524,-20.910265,-54.766693,"nan"
525,-20.910265,-54.72003,"nan"
526,-20.910265,-54.673374,"nan"
527,-20.910265,-54.626713,"nan"
528,-20.910265,-54.58005,"nan"
529,-20.910265,-54.53339,"nan"
530,-20.910265,-54.48673,"nan"
531,-20.910265,-54.440067,"nan"
532,-20.910265,-54.393406,"nan"
533,-20.910265,-54.346745,"nan"
534,-20.910265,-54.300083,"nan"
535,-20.910265,-54.25342,"nan"
536,-20.910265,-54.20676,"nan"
537,-20.910265,-54.1601,"nan"
538,-20.910265,-54.113438,"nan"
539,-20.910265,-54.066776,"nan"
540,-20.910265,-54.02012,"nan"
541,-20.910265,-53.973457,"nan"
542,-20.910265,-53.926796,"nan"
543,-20.910265,-53.880135,"nan"
544,-20.910265,-53.833473,"nan"
545,-20.910265,-53.78681,"nan"
546,-20.910265,-53.74015,"nan"
547,-20.910265,-53.69349,"nan"
548,-20.910265,-53.646828,"nan"
549,-20.910265,-53.600166,"nan"
550,-20.910265,-53.553505,"nan"
551,-20.910265,-53.506844,"nan"
552,-20.910265,-53.460182,"nan"
553,-20.910265,-53.41352,"nan"
554,-20.910265,-53.366863,"nan"
555,-20.910265,-53.3202,"nan"
556,-20.910265,-53.27354,"nan"
557,-20.910265,-53.22688,"nan"
558,-20.910265,-53.180218,"nan"
559,-20.910265,-53.133556,"nan"
560,-20.910265,-53.086895,"nan"
561,-20.910265,-53.040234,"nan"
562,-20.910265,-52.993572,"nan"
563,-20.910265,-52.94691,"nan"
564,-20.910265,-52.90025,"nan"
565,-20.910265,-52.85359,"nan"
566,-20.910265,-52.806927,"nan"
567,-20.910265,-52.760265,"nan"
568,-20.910265,-52.713608,"nan"
569,-20.910265,-52.666946,"nan"
570,-20.910265,-52.620285,"nan"
571,-20.910265,-52.573624,"nan"
572,-20.910265,-52.526962,"nan"
573,-20.910265,-52.4803,"nan"
574,-20.910265,-52.43364,"nan"
575,-20.910265,-52.38698,"nan"
576,-20.910265,-52.340317,"nan"
577,-20.910265,-52.293655,"nan"
578,-20.910265,-52.246994,"nan"
579,-20.910265,-52.200333,"nan"
580,-20.910265,-52.15367,"nan"
581,-20.910265,-52.107014,"nan"
582,-20.910265,-52.060352,"nan"
583,-20.910265,-52.01369,"nan"
584,-20.910265,-51.96703,"nan"
585,-20.910265,-51.92037,"nan"
586,-20.910265,-51.873707,"nan"
587,-20.910265,-51.827045,"nan"
588,-20.910265,-51.780384,"nan"
589,-20.910265,-51.733723,"nan"
590,-20.910265,-51.68706,"nan"
591,-20.910265,-51.6404,"nan"
592,-20.910265,-51.59374,"nan"
593,-20.910265,-51.547077,"nan"
594,-20.910265,-51.500416,"nan"
595,-20.910265,-51.45376,"nan"
596,-20.910265,-51.407097,"nan"
597,-20.910265,-51.360435,"nan"
598,-20.910265,-51.313774,"nan"
599,-20.910265,-51.267113,"nan"
600,-20.910265,-51.22045,"nan"
601,-20.910265,-51.17379,"nan"
602,-20.910265,-51.12713,"nan"
603,-20.910265,-51.080467,"nan"
604,-20.910265,-51.033806,"nan"
605,-20.910265,-50.987144,"nan"
606,-20.910265,-50.940483,"nan"
607,-20.910265,-50.89382,"nan"
608,-20.910265,-50.84716,"nan"
609,-20.910265,-50.800503,"nan"
610,-20.910265,-50.75384,"nan"
611,-20.910265,-50.70718,"nan"
612,-20.910265,-50.66052,"nan"
613,-20.910265,-50.613857,"nan"
614,-20.910265,-50.567196,"nan"
615,-20.910265,-50.520535,"nan"
616,-20.910265,-50.473873,"nan"
617,-20.910265,-50.42721,"nan"
618,-20.910265,-50.38055,"nan"
619,-20.910265,-50.33389,"nan"
620,-20.910265,-50.287228,"nan"
621,-20.910265,-50.240566,"nan"
622,-20.910265,-50.193905,"nan"
623,-20.910265,-50.147247,"nan"
624,-20.910265,-50.100586,"nan"
625,-20.910265,-50.053925,"nan"
626,-20.910265,-50.007263,"nan"
627,-20.910265,-49.9606,"nan"
628,-20.910265,-49.91394,"nan"
629,-20.910265,-49.86728,"nan"
630,-20.910265,-49.820618,"nan"
631,-20.910265,-49.773956,"nan"
632,-20.910265,-49.727295,"nan"
633,-20.910265,-49.680634,"nan"
634,-20.910265,-49.633972,"nan"
635,-20.910265,-49.58731,"nan"
636,-20.910265,-49.54065,"nan"
637,-20.910265,-49.49399,"nan"
638,-20.910265,-49.44733,"nan"
639,-20.910265,-49.40067,"nan"
640,-20.910265,-49.354008,"nan"
641,-20.910265,-49.307346,"nan"
642,-20.910265,-49.260685,"nan"
643,-20.910265,-49.214024,"nan"
644,-20.910265,-49.167362,"nan"
645,-20.910265,-49.1207,"nan"
646,-20.910265,-49.07404,"nan"
647,-20.910265,-49.027378,"nan"
648,-20.910265,-48.980717,"nan"
649,-20.910265,-48.934055,"nan"
650,-20.910265,-48.887398,"nan"
651,-20.910265,-48.840736,"nan"
652,-20.910265,-48.794075,"nan"
653,-20.910265,-48.747414,"nan"
654,-20.910265,-48.700752,"nan"
655,-20.910265,-48.65409,"nan"
656,-20.910265,-48.60743,"nan"
657,-20.910265,-48.56077,"nan"
658,-20.910265,-48.514107,"nan"
659,-20.910265,-48.467445,"nan"
660,-20.910265,-48.420784,"nan"
661,-20.910265,-48.374123,"nan"
662,-20.910265,-48.32746,"nan"
663,-20.910265,-48.2808,"nan"
664,-20.910265,-48.234142,"nan"
665,-20.910265,-48.18748,"nan"
666,-20.910265,-48.14082,"nan"
667,-20.910265,-48.09416,"nan"
668,-20.910265,-48.047497,"nan"
669,-20.910265,-48.000835,"nan"
670,-20.910265,-47.954174,"nan"
671,-20.910265,-47.907513,"nan"
672,-20.910265,-47.86085,"nan"
673,-20.910265,-47.81419,"nan"
674,-20.910265,-47.76753,"nan"
675,-20.910265,-47.720867,"nan"
676,-20.910265,-47.674206,"nan"
677,-20.910265,-47.627544,"nan"
678,-20.910265,-47.580887,"nan"
679,-20.910265,-47.534225,"nan"
680,-20.910265,-47.487564,"nan"
681,-20.910265,-47.440903,"nan"
682,-20.910265,-47.39424,"nan"
683,-20.910265,-47.34758,"nan"
684,-20.910265,-47.30092,"nan"
685,-20.910265,-47.254257,"nan"
686,-20.910265,-47.207596,"nan"
687,-20.910265,-47.160934,"nan"
688,-20.910265,-47.114273,"nan"
689,-20.910265,-47.06761,"nan"
690,-20.910265,-47.02095,"nan"
691,-20.910265,-46.97429,"nan"
692,-20.910265,-46.92763,"nan"
693,-20.910265,-46.88097,"nan"
694,-20.910265,-46.83431,"nan"
695,-20.910265,-46.787647,"nan"
696,-20.910265,-46.740986,"nan"
697,-20.910265,-46.694324,"nan"
698,-20.910265,-46.647663,"nan"
699,-20.910265,-46601,"nan"
700,-20.910265,-46.55434,"nan"
701,-20.910265,-46.50768,"nan"
702,-20.910265,-46.461018,"nan"
703,-20.910265,-46.414356,"nan"
704,-20.910265,-46.367695,"nan"
705,-20.910265,-46.321037,"nan"
706,-20.910265,-46.274376,"nan"
707,-20.910265,-46.227715,"nan"
708,-20.910265,-46.181053,"nan"
709,-20.910265,-46.13439,"nan"
710,-20.910265,-46.08773,"nan"
711,-20.910265,-46.04107,"nan"
712,-20.910265,-45.994408,"nan"
713,-20.910265,-45.947746,"nan"
714,-20.910265,-45.901085,"nan"
715,-20.910265,-45.854424,"nan"
716,-20.910265,-45.807762,"nan"
717,-20.910265,-45.7611,"nan"
718,-20.910265,-45.71444,"nan"
719,-20.910265,-45.66778,"nan"
720,-20.910265,-45.62112,"nan"
721,-20.910265,-45.57446,"nan"
722,-20.910265,-45.527798,"nan"
723,-20.910265,-45.481136,"nan"
724,-20.910265,-45.434475,"nan"
725,-20.910265,-45.387814,"nan"
726,-20.910265,-45.341152,"nan"
727,-20.910265,-45.29449,"nan"
728,-20.910265,-45.24783,"nan"
729,-20.910265,-45.201168,"nan"
730,-20.910265,-45.154507,"nan"
731,-20.910265,-45.107845,"nan"
732,-20.910265,-45.061184,"nan"
733,-20.910265,-45.014526,"nan"
734,-20.910265,-44.967865,"nan"
735,-20.910265,-44.921204,"nan"
736,-20.910265,-44.874542,"nan"
737,-20.910265,-44.82788,"nan"
738,-20.910265,-44.78122,"nan"
739,-20.910265,-44.73456,"nan"
740,-20.910265,-44.687897,"nan"
741,-20.910265,-44.641235,"nan"
742,-20.910265,-44.594574,"nan"
743,-20.910265,-44.547913,"nan"
744,-20.910265,-44.50125,"nan"
745,-20.910265,-44.45459,"nan"
746,-20.910265,-44.40793,"nan"
747,-20.910265,-44.36127,"nan"
748,-20.910265,-44.31461,"nan"
749,-20.910265,-44.26795,"nan"
750,-20.910265,-44.221287,"nan"
751,-20.910265,-44.174625,"nan"
752,-20.910265,-44.127964,"nan"
753,-20.910265,-44.081303,"nan"
754,-20.910265,-44.03464,"nan"
755,-20.910265,-43.98798,"nan"
756,-20.910265,-43.94132,"nan"
757,-20.910265,-43.894657,"nan"
758,-20.910265,-43.847996,"nan"
759,-20.910265,-43.801334,"nan"
760,-20.910265,-43.754673,"nan"
761,-20.910265,-43.708015,"nan"
762,-20.910265,-43.661354,"nan"
763,-20.910265,-43.614693,"nan"
764,-20.910265,-43.56803,"nan"
765,-20.910265,-43.52137,"nan"
766,-20.910265,-43.47471,"nan"
767,-20.910265,-43.428047,"nan"
768,-20.910265,-43.381386,"nan"
769,-20.910265,-43.334724,"nan"
770,-20.910265,-43.288063,"nan"
771,-20.910265,-43.2414,"nan"
772,-20.910265,-43.19474,"nan"
773,-20.910265,-43.14808,"nan"
774,-20.910265,-43.10142,"nan"
775,-20.910265,-43.05476,"nan"
776,-20.910265,-43.0081,"nan"
777,-20.910265,-42.961437,"nan"
